-86.94438225,40.43804221,173.898,,,,,
-86.94438343,40.43803045,173.771,,,,,
-86.94438358,40.43801733,173.795,,,,,
-86.94438179,40.43800234,173.749,,,,,
-86.94437195,40.43797485,173.684,,,,,
-86.94437744,40.43798887,173.702,,,,,
-86.94436309,40.43795581,173.637,,,,,
-86.94435453,40.43793985,173.635,,,,,
-86.94434395,40.43792684,173.608,,,,,
-86.94433314,40.43791598,173.574,,,,,
-86.94431862,40.43790476,173.543,,,,,
-86.94429796,40.43789133,173.502,,,,,
-86.94428001,40.43788219,173.463,,,,,
-86.94426634,40.4378766,173.426,,,,,
-86.944249,40.4378698,173.398,,,,,
-86.94423559,40.43786544,173.392,,,,,
-86.94421683,40.43786084,173.364,,,,,
-86.94419791,40.43785605,173.35,,,,,
-86.944174,40.4378527,173.214,,,,,
-86.94415479,40.43785165,173.306,,,,,
-86.94413588,40.43785381,173.308,,,,,
-86.94411615,40.43785806,173.318,,,,,
-86.94409738,40.43786651,173.343,,,,,
-86.94407974,40.43787535,173.412,,,,,
-86.94406525,40.43788599,173.489,,,,,
-86.94405609,40.43789673,173.533,,,,,
-86.94405108,40.43791007,173.55,,,,,
-86.94405364,40.4379231,173.61,,,,,
-86.94406371,40.43794017,173.695,,,,,
-86.94407747,40.43795727,173.766,,,,,
-86.9440938,40.43797318,173.802,,,,,
-86.94411247,40.43798781,173.851,,,,,
-86.94412737,40.43800115,173.875,,,,,
-86.94414243,40.43801563,173.903,,,,,
-86.94415205,40.43802817,173.973,,,,,
-86.9441608,40.4380435,174.018,,,,,
-86.9441661,40.43806543,174.064,,,,,
-86.94416073,40.43808329,174.105,,,,,
-86.94415163,40.43810141,174.141,,,,,
-86.94413112,40.4381201,174.166,,,,,
-86.94411198,40.438133,174.17,,,,,
-86.94409673,40.43814305,174.162,,,,,
-86.94407872,40.43815358,174.165,,,,,
-86.94405693,40.43816523,174.184,,,,,
-86.94403821,40.43817517,174.192,,,,,
-86.94401743,40.43818943,174.229,,,,,
-86.94400324,40.43820364,174.252,,,,,
-86.94399477,40.43821916,174.328,,,,,
-86.94399235,40.43823234,174.365,,,,,
-86.94399222,40.43824494,174.386,,,,,
-86.94399328,40.43825819,174.415,,,,,
-86.94399434,40.43828162,174.48,,,,,
-86.94399305,40.43830057,174.54,,,,,
-86.94398819,40.43832268,174.605,,,,,
-86.9439808,40.43833498,174.66,,,,,
-86.94396644,40.43835149,174.718,,,,,
-86.94394698,40.43836568,174.737,,,,,
-86.94392994,40.4383752,174.73,,,,,
-86.94391566,40.43838163,174.715,,,,,
-86.94390547,40.43838534,174.725,,,,,
-86.94389255,40.43838846,174.73,,,,,
-86.94387433,40.43839136,174.707,,,,,
-86.94385628,40.43839233,174.701,,,,,
-86.94383677,40.43839155,174.695,,,,,
-86.94381618,40.43838709,174.656,,,,,
-86.94379601,40.43838029,174.61,,,,,
-86.94377625,40.43837037,174.576,,,,,
-86.94375987,40.43835843,174.558,,,,,
-86.94374668,40.4383463,174.548,,,,,
-86.94373634,40.43833346,174.501,,,,,
-86.94372619,40.43831747,174.47,,,,,
-86.94372039,40.43830429,174.451,,,,,
-86.94371729,40.43828938,174.416,,,,,
-86.94371714,40.43827291,174.434,,,,,
-86.9437169,40.43819096,174.246,,,,,
-86.94371608,40.43812902,174.157,,,,,
-86.9437148,40.43805442,174.049,,,,,
-86.94371378,40.43799077,173.939,,,,,
-86.94371333,40.43790775,173.818,,,,,
-86.94371297,40.43783634,173.715,,,,,
-86.94371123,40.43774288,173.613,,,,,
-86.94371079,40.43771754,173.56,,,,,
-86.943715,40.4377061,173.587,,,,,
-86.94371832,40.43769193,173.576,,,,,
-86.94372414,40.43767638,173.544,,,,,
-86.94373294,40.4376611,173.528,,,,,
-86.94374481,40.43764441,173.51,,,,,
-86.94375519,40.43763416,173.497,,,,,
-86.94376302,40.43762747,173.455,,,,,
-86.94377664,40.43761876,173.421,,,,,
-86.94383481,40.43757719,173.338,,,,,
-86.94387742,40.43754785,173.297,,,,,
-86.94392262,40.43751631,173.245,,,,,
-86.9439458,40.43750217,173.186,,,,,
-86.94396466,40.43749367,173.206,,,,,
-86.9439829,40.43748907,173.2,,,,,
-86.944006,40.43748735,173.244,,,,,
-86.94402985,40.43748809,173.278,,,,,
-86.94405231,40.43749249,173.267,,,,,
-86.94407271,40.43749812,173.291,,,,,
-86.94409464,40.43750663,173.286,,,,,
-86.94417778,40.43754358,173.241,,,,,
