-86.94445754,40.43767351,173.261,,-86.92619664,40.45790787,,
-86.94452142,40.43770279,173.263,,,,,
-86.94461647,40.43774566,173.232,,,,,
-86.94470342,40.43778564,173.254,,,,,
-86.9447766,40.43781898,173.269,,,,,
-86.94481,40.43783461,173.272,,,,,
-86.94483025,40.43784597,173.277,,,,,
-86.94485409,40.43786714,173.253,,,,,
-86.94486773,40.43788932,173.262,,,,,
-86.94488196,40.43792092,173.106,,,,,
-86.94488023,40.43793288,173.25,,,,,
-86.94487864,40.43794335,173.243,,,,,
-86.94487257,40.43795694,173.259,,,,,
-86.94485439,40.43798098,173.318,,,,,
-86.94483473,40.43799564,173.299,,,,,
-86.94481974,40.43800376,173.272,,,,,
-86.94480322,40.43801141,173.317,,,,,
-86.94477787,40.43801913,173.246,,,,,
-86.9447493,40.4380277,173.244,,,,,
-86.94472478,40.43803565,173.245,,,,,
-86.94470787,40.4380435,173.261,,,,,
-86.94469608,40.43805169,173.275,,,,,
-86.94468882,40.43806237,173.328,,,,,
-86.94468601,40.43807397,173.379,,,,,
-86.94468612,40.43808683,173.443,,,,,
-86.94468747,40.43809537,173.486,,,,,
-86.94469332,40.43810925,173.517,,,,,
-86.94470026,40.43812329,173.555,,,,,
-86.94470918,40.43813934,173.592,,,,,
-86.94472928,40.43817623,173.639,,,,,
-86.94474927,40.43821191,173.741,,,,,
-86.94475763,40.43822668,173.771,,,,,
-86.94476117,40.43823888,173.803,,,,,
-86.9447651,40.43825324,173.837,,,,,
-86.94476692,40.43826949,173.877,,,,,
-86.94476695,40.43828466,173.89,,,,,
-86.94476407,40.43829811,173.912,,,,,
-86.94475783,40.4383148,173.944,,,,,
-86.94475128,40.43832838,173.98,,,,,
-86.94474003,40.43834246,174.029,,,,,
-86.9447282,40.43835525,174.062,,,,,
-86.94470948,40.43836869,174.009,,,,,
-86.94469342,40.43837668,174.167,,,,,
-86.94467685,40.43838309,174.202,,,,,
-86.94466249,40.43838747,174.223,,,,,
-86.9446438,40.43839328,174.249,,,,,
-86.94462633,40.43839718,174.258,,,,,
-86.94460701,40.43840015,174.298,,,,,
-86.94458481,40.43840232,174.325,,,,,
-86.944562,40.43840238,174.363,,,,,
-86.9445378,40.43840177,174.397,,,,,
-86.94451124,40.43839938,174.424,,,,,
-86.94449163,40.43839752,174.44,,,,,
-86.94447155,40.43839491,174.503,,,,,
-86.94445189,40.43838958,174.564,,,,,
-86.94443432,40.4383852,174.512,,,,,
-86.94441799,40.43837891,174.569,,,,,
-86.9444031,40.43837406,174.616,,,,,
-86.94438112,40.43836446,174.625,,,,,
-86.94436704,40.43835324,174.71,,,,,
-86.94435513,40.43834074,174.598,,,,,
-86.94434584,40.43832776,174.577,,,,,
-86.94433868,40.43831503,174.507,,,,,
-86.94433218,40.43829944,174.448,,,,,
-86.94432694,40.4382807,174.38,,,,,
-86.94432454,40.43824636,174.383,,,,,
-86.94432793,40.43822808,174.346,,,,,
-86.94432592,40.43826771,174.407,,,,,
-86.94433265,40.43820937,174.317,,,,,
-86.9443387,40.43819071,174.248,,,,,
-86.94434357,40.43817353,174.196,,,,,
-86.94434807,40.43815741,174.154,,,,,
-86.94436209,40.43811674,174.094,,,,,
-86.9443741,40.43807616,173.888,,,,,
-86.94437936,40.43805887,173.948,,,,,
